,Temp,Field,Moment_emu,Moment_emu_g
0,5.00226306915283,0.0100097091674805,0.0004442765559064,0.016944185961342485
1,5.52478957176209,0.0100097091674805,0.0004458498705304,0.0170041903329672
2,6.27607440948486,0.0100097091674805,0.0004519556720007,0.017237058428707094
3,7.0187509059906,0.0100097091674805,0.0004621855819439,0.017627215177112892
4,7.77736759185791,0.0100097091674805,0.0004740132344255,0.01807830794910374
5,8.51658535003662,0.0100097091674805,0.0004867872156095,0.018565492586174678
6,9.31587600708008,0.0100097091674805,0.0005010442037949,0.019109237368226544
7,10.1233291625977,0.0100097091674805,0.000516205626644,0.0196874762259344
8,10.8758363723755,0.0100097091674805,0.0005315870043299,0.02027410390274218
9,11.662383556366,0.0100097091674805,0.0005476080671768,0.020885128420167813
10,12.4203176498413,0.0100097091674805,0.0005641343352834,0.021515420872745994
11,13.1920742988586,0.0100097091674805,0.0005810943500587,0.022162255913756673
12,14.6572318077087,0.0100097091674805,0.0006148342189508,0.02344905487989321
13,15.4717631340027,0.0100097091674805,0.0006331935750764,0.024149259156231884
14,16.2948241233826,0.0100097091674805,0.0006528685141033,0.024899638219042716
15,17.0798511505127,0.0100097091674805,0.0006725985133783,0.02565211721503814
16,17.8546476364136,0.0100097091674805,0.0006916539496017,0.026378869168638443
17,18.6602563858032,0.0100097091674805,0.0007109660564717,0.02711541023919527
18,19.4033355712891,0.0100097091674805,0.0007303967825623,0.027856475307486653
19,20.2007684707642,0.0100097091674805,0.0007499257356125,0.02860128663663234
20,20.9604806900024,0.0100097091674805,0.0007694928644311,0.029347553944740656
21,21.7262926101685,0.0100097091674805,0.000789008538424,0.030091858826239513
22,23.1996479034424,0.0100097091674805,0.0008267172703254,0.03153002556542334
23,23.9837617874146,0.0100097091674805,0.0008464708674424,0.03228340455539283
24,24.7688627243042,0.0100097091674805,0.00086599993776,0.0330282203569794
25,25.5356111526489,0.0100097091674805,0.0008854739273495,0.033770935444298246
26,26.3297367095947,0.0100097091674805,0.0009050298341098,0.03451677475628528
27,27.0984926223755,0.0100097091674805,0.0009243046678788,0.035251894274553774
28,27.8847723007202,0.0100097091674805,0.0009436252181549,0.03598875736670099
29,28.6700267791748,0.0100097091674805,0.0009627015850843,0.03671630759284134
30,29.4543561935425,0.0100097091674805,0.000981830720985,0.037445870365560636
31,30.9259777069092,0.0100097091674805,0.0010180650884212,0.03882780657594202
32,31.7230606079102,0.0100097091674805,0.0010368095241821,0.0395426973372273
33,32.4969959259033,0.0100097091674805,0.0010555520195544,0.04025751409437071
34,33.2948589324951,0.0100097091674805,0.0010741536853713,0.040966959777700235
35,34.0807914733887,0.0100097091674805,0.00109256890596,0.0416692946590389
36,34.8577499389648,0.0100097091674805,0.0011107461864322,0.04236255478383677
37,35.6488952636719,0.0100097091674805,0.00112872021838,0.04304806324866514
38,36.4345417022705,0.0100097091674805,0.0011465765370815,0.043729082268554535
39,37.9248676300049,0.0100097091674805,0.001180648478066,0.045028546074218155
40,38.7083148956299,0.0100097091674805,0.0011979906994212,0.045689958025217386
41,39.4984683990479,0.0100097091674805,0.0012151463466012,0.046344254256338674
42,40.2757225036621,0.0100097091674805,0.0012320420587142,0.046988636869344014
43,41.0913372039795,0.0100097091674805,0.0012492522867182,0.04764501474897788
44,41.8739719390869,0.0100097091674805,0.0012655505092478,0.04826660981112891
45,42.6527481079102,0.0100097091674805,0.0012817411870938,0.04888410324537757
46,44.1427688598633,0.0100097091674805,0.0013122866519178,0.050049071392745996
47,44.9547061920166,0.0100097091674805,0.0013281659100605,0.05065468764532799
48,45.740348815918,0.0100097091674805,0.0013434051814744,0.051235895555850494
49,46.5455284118652,0.0100097091674805,0.0013585211622141,0.05181240130488558
50,47.3409252166748,0.0100097091674805,0.0013732972324721,0.05237594326743326
51,48.1099472045898,0.0100097091674805,0.0013876843930793,0.05292465267274218
52,49.606071472168,0.0100097091674805,0.0014140817637887,0.05393141738324561
53,50.3712215423584,0.0100097091674805,0.0014277098925329,0.05445117820491609
54,51.1719226837158,0.0100097091674805,0.0014409758190722,0.05495712505996186
55,51.9803943634033,0.0100097091674805,0.0014539816825872,0.05545315341675057
56,52.7483882904053,0.0100097091674805,0.0014666723591627,0.05593716091390923
57,53.5357475280762,0.0100097091674805,0.0014791815315942,0.056414246056224256
58,55.0460758209229,0.0100097091674805,0.0015017162015518,0.05727369189747521
59,55.8223323822022,0.0100097091674805,0.0015132978133636,0.05771540096733791
60,56.6148662567139,0.0100097091674805,0.0015246378841263,0.05814789794532037
61,57.3948726654053,0.0100097091674805,0.0015356151086785,0.05856655639506102
62,58.1737594604492,0.0100097091674805,0.0015462862022011,0.05897353936693745
63,59.6909923553467,0.0100097091674805,0.0015659421647325,0.059723194688501145
64,60.4838085174561,0.0100097091674805,0.0015757931283684,0.06009889886988558
65,61.280689239502,0.0100097091674805,0.0015854324764464,0.0604665322824714
66,62.0717620849609,0.0100097091674805,0.0015947192945673,0.060820720616601834
67,62.868278503418,0.0100097091674805,0.0016037155037385,0.061163825466762016
68,64.3627853393555,0.0100097091674805,0.0016200642736608,0.061787348347093825
69,65.1639633178711,0.0100097091674805,0.0016282517558384,0.062099609299710146
70,65.9409065246582,0.0100097091674805,0.001636135227847,0.06240027566159421
71,66.7365112304687,0.0100097091674805,0.0016437696884272,0.06269144502010679
72,68.2594337463379,0.0100097091674805,0.0016577106116729,0.06322313545663234
73,69.0697212219238,0.0100097091674805,0.0016646300678926,0.06348703538873379
74,69.8734817504883,0.0100097091674805,0.0016712231172953,0.06373848654825706
