,Temp,Field,Moment_emu,Moment_emu_g,Field_True
0,300.0,-7.00004609375,-0.0040119833344841,-46.80772044152627,-6.764925
1,300.0,-6.50002890625,-0.0040444647635389,-47.186680552768564,-6.28322
2,300.0,-6.000048046875,-0.0040743758139486,-47.53565211345669,-5.799313
3,300.0,-5.5000296875,-0.0041014477610464,-47.8514999188725,-5.316038
4,300.0,-5.000026953125,-0.0041303245558262,-48.18840484210145,-4.832623
5,300.0,-4.500019140625,-0.0041565249210958,-48.49408392168891,-4.349575
6,300.0,-4.000030078125,-0.0041821536071703,-48.79309323280637,-3.8666050000000003
7,300.0,-3.50004453125,-0.0042074495819183,-49.08822080826838,-3.3831629999999997
8,300.0,-3.000044140625,-0.0042315769500415,-49.369714276198195,-2.899338
9,300.0,-2.500029296875,-0.0042536583837767,-49.62733787307145,-2.4161
10,300.0,-2.0000302734375,-0.0042750444297182,-49.876848396002885,-1.9329150000000002
11,300.0,-1.50004345703125,-0.0042923791894489,-50.0790926527079,-1.4495799999999999
12,300.0,-1.00003466796875,-0.0043006482788889,-50.17556793551544,-0.9662440000000001
13,300.0,-0.9500412109375,-0.0043000646039659,-50.16875821315451,-0.91775
14,300.0,-0.9000255859375,-0.0042989285916425,-50.1555043826127,-0.869359
15,300.0,-0.85001982421875,-0.0042982954468691,-50.14811749660607,-0.820809
16,300.0,-0.8000421875,-0.0042974711133887,-50.13850001620193,-0.7724270000000001
17,300.0,-0.75004990234375,-0.0042969933542487,-50.13292601092845,-0.723916
18,300.0,-0.700041650390625,-0.0042947095661739,-50.10628110619166,-0.675545
19,300.0,-0.65003955078125,-0.0042934829331135,-50.09197000552431,-0.627235
20,300.0,-0.60004111328125,-0.0042898311949648,-50.04936525766287,-0.578851
21,300.0,-0.550031640625,-0.0042854846111386,-49.998653760717275,-0.5304949999999999
22,300.0,-0.50004423828125,-0.0042803013631405,-49.93818092146373,-0.48213999999999996
23,300.0,-0.450049462890625,-0.0042728384486064,-49.85111126337501,-0.433838
24,300.0,-0.400027807617188,-0.004263203433534,-49.738699756556834,-0.385323
25,300.0,-0.35003916015625,-0.0042481320390538,-49.56286213195118,-0.33692
26,300.0,-0.300016284179687,-0.004229449558663,-49.34489404824295,-0.288381
27,300.0,-0.250036157226562,-0.0041989516300903,-48.98907539306397,-0.23994400000000002
28,300.0,-0.200048742675781,-0.0041504111332572,-48.42275449478719,-0.191347
29,300.0,-0.150024633789062,-0.0040627980570376,-47.40057468076348,-0.142725
30,300.0,-0.100022534179688,-0.0038770994480464,-45.234033134758256,-0.094154
31,300.0,-0.0800520080566406,-0.0037428145503633,-43.66733421648427,-0.074985
32,300.0,-0.0790327026367187,-0.0037320679488777,-43.54195385567598,-0.073589
