,Temp,Field,Moment_emu,Moment_emu_g
0,5.00210285186768,0.0100035980224609,0.0046662448852287,1.9442687021786254
1,5.57325196266174,0.0100035980224609,0.0046898285207595,1.9540952169831252
2,6.30741834640503,0.0100035980224609,0.0047286277137495,1.970261547395625
3,7.06033945083618,0.0100035980224609,0.0047785403265532,1.9910584693971667
4,7.81649446487427,0.0100035980224609,0.00483364567226,2.014019030108334
5,8.55950021743774,0.0100035980224609,0.0048929762757211,2.0387401148837916
6,9.32577133178711,0.0100035980224609,0.0049554489705722,2.0647704044050834
7,10.0807342529297,0.0100035980224609,0.0050216693491718,2.0923622288215835
8,10.8485841751099,0.0100035980224609,0.0050908818306059,2.1212007627524585
9,11.6019849777222,0.0100035980224609,0.0051635576537072,2.151482355711334
10,12.3492317199707,0.0100035980224609,0.0052398250418438,2.1832604341015838
11,13.1159858703613,0.0100035980224609,0.0053199637186321,2.2166515494300416
12,13.9000415802002,0.0100035980224609,0.005404077387117,2.2516989112987504
13,15.3440456390381,0.0100035980224609,0.005574274437529,2.3226143489704167
14,16.1795387268066,0.0100035980224609,0.0056719320667142,2.363305027797584
15,16.9888439178467,0.0100035980224609,0.0057731571987395,2.4054821661414585
16,17.7421474456787,0.0100035980224609,0.0058727807658897,2.446991985787375
17,18.507511138916,0.0100035980224609,0.0059723712359834,2.4884880149930835
18,19.2939767837524,0.0100035980224609,0.0060711560724219,2.5296483635091254
19,20.062780380249,0.0100035980224609,0.0061689422699207,2.5703926124669585
20,20.8457221984863,0.0100035980224609,0.0062659382370588,2.6108075987745
21,21.631085395813,0.0100035980224609,0.0063625603937277,2.6510668307198753
22,22.386775970459,0.0100035980224609,0.0064583382858565,2.690974285773542
23,23.1615657806396,0.0100035980224609,0.0065542501888132,2.7309375786721666
24,24.6333618164062,0.0100035980224609,0.0067366412301453,2.8069338458938753
25,25.4092330932617,0.0100035980224609,0.0068349192049608,2.8478830020670003
26,26.1772089004517,0.0100035980224609,0.0069349102710467,2.8895459462694584
27,26.9601154327393,0.0100035980224609,0.0070356822163292,2.9315342568038334
28,27.7297954559326,0.0100035980224609,0.0071387513215132,2.974479717297167
29,28.5118379592896,0.0100035980224609,0.0072439558339365,3.0183149308068753
30,29.2748079299927,0.0100035980224609,0.0073515269911293,3.063136246303875
31,30.0525093078613,0.0100035980224609,0.0074622687180747,3.109278632531125
32,30.8356170654297,0.0100035980224609,0.0075802837382243,3.158451557593459
33,32.3465566635132,0.0100035980224609,0.0078014138304262,3.250589096010917
34,33.126184463501,0.0100035980224609,0.0079216322387781,3.300680099490875
35,33.8984451293945,0.0100035980224609,0.0080446355556139,3.351931481505792
36,34.6886501312256,0.0100035980224609,0.0081710379537345,3.4045991473893755
37,35.4657649993897,0.0100035980224609,0.0082983236654277,3.4576348605948755
38,36.2346801757812,0.0100035980224609,0.0084273746101959,3.5114060875816255
39,37.0301532745361,0.0100035980224609,0.0085594653545128,3.566443897713667
40,37.8140449523926,0.0100035980224609,0.0086928974858807,3.6220406191169587
41,39.2822666168213,0.0100035980224609,0.0089470107585051,3.7279211493771256
42,40.06396484375,0.0100035980224609,0.0090830675739685,3.784611489153542
43,40.8347797393799,0.0100035980224609,0.0092205606217259,3.841900259052459
44,41.6163883209229,0.0100035980224609,0.009357792189134,3.899080078805834
45,42.4092559814453,0.0100035980224609,0.0094954310750473,3.956429614603042
46,43.1747360229492,0.0100035980224609,0.0096335795686713,4.0139914869463755
47,43.9961833953857,0.0100035980224609,0.0097785274183358,4.074386424306584
48,45.5124359130859,0.0100035980224609,0.0100365888095949,4.181912003997875
49,46.2931365966797,0.0100035980224609,0.0101731618135674,4.23881742231975
50,47.0728645324707,0.0100035980224609,0.0103080662882816,4.295027620117334
51,47.862247467041,0.0100035980224609,0.0104409551896266,4.35039799567775
52,48.648494720459,0.0100035980224609,0.0105720829830757,4.405034576281542
53,49.4191398620605,0.0100035980224609,0.0107014639519141,4.458943313297541
54,50.9277191162109,0.0100035980224609,0.010941750606046,4.559062752519167
55,51.7054977416992,0.0100035980224609,0.0110656323336752,4.6106801390313334
56,52.4956436157227,0.0100035980224609,0.0111875027281092,4.6614594700455
57,53.281307220459,0.0100035980224609,0.0113065414909382,4.711058954557584
58,54.0786380767822,0.0100035980224609,0.0114233747133038,4.759739463876584
59,54.8740997314453,0.0100035980224609,0.0115380698390237,4.807529099593208
60,56.3391017913818,0.0100035980224609,0.0117466079446057,4.894419976919042
61,57.1220779418945,0.0100035980224609,0.0118534189908535,4.938924579522292
62,57.9327011108398,0.0100035980224609,0.0119566826893151,4.981951120547959
63,58.7035007476807,0.0100035980224609,0.0120572319752155,5.023846656339792
64,59.5023422241211,0.0100035980224609,0.0121555275690317,5.064803153763209
65,61.0022869110107,0.0100035980224609,0.0123325127810945,5.138546992122709
66,62.1880855560303,0.0100035980224609,0.01250996129898,5.212483874575001
67,63.3416748046875,0.0100035980224609,0.0125937676615086,5.24740319229525
68,64.1214122772217,0.0100035980224609,0.0126753602903771,5.281400120990458
69,66.0216484069824,0.0100035980224609,0.0128908754774655,5.371198115610626
70,67.1882095336914,0.0100035980224609,0.012960635058909,5.400264607878751
71,67.9840888977051,0.0100035980224609,0.0130285227957611,5.428551164900459
72,69.8673400878906,0.0100035980224609,0.0132065850490412,5.502743770433834
73,71.0422019958496,0.0100035980224609,0.0132642394513254,5.52676643805225
74,71.8242797851562,0.0100035980224609,0.0133191686514929,5.549653604788709
75,73.7073364257812,0.0100035980224609,0.013464765551612,5.6103189798383335
