,Temp,Field,Moment_emu,Moment_emu_g,Field_True
0,300.0,-7.000009375,-0.0886107337402738,-86.25325964758598,-6.764925
1,300.0,-6.500027734375,-0.0885947204186287,-86.23767235774677,-6.28322
2,300.0,-6.00003125,-0.0885688771366603,-86.2125166320725,-5.799313
3,300.0,-5.50002578125,-0.0885259645295271,-86.17074570784041,-5.316038
4,300.0,-5.0000390625,-0.0884701336171474,-86.11640016776212,-4.832623
5,300.0,-4.500023828125,-0.0884004142594834,-86.04853568221705,-4.349575
6,300.0,-4.000049609375,-0.0883141912168494,-85.96460658954399,-3.8666050000000003
7,300.0,-3.50004296875,-0.0882074041712976,-85.86066059589072,-3.3831629999999997
8,300.0,-3.000041796875,-0.0880746827118805,-85.73147016921551,-2.899338
9,300.0,-2.5000390625,-0.0879065774046662,-85.56783727623223,-2.4161
10,300.0,-2.0000291015625,-0.0876828128652703,-85.35002595584514,-1.9329150000000002
11,300.0,-1.5000203125,-0.0873676858738486,-85.04328286654032,-1.4495799999999999
12,300.0,-1.0000236328125,-0.0868597960268525,-84.54890534593734,-0.9662440000000001
13,300.0,-0.95003134765625,-0.086786610624578,-84.4776670293323,-0.91775
14,300.0,-0.90002314453125,-0.0867104568467046,-84.40353931027614,-0.869359
15,300.0,-0.85003935546875,-0.0866237652489543,-84.31915412831908,-0.820809
16,300.0,-0.800047119140625,-0.0865275920390469,-84.22553959094714,-0.7724270000000001
17,300.0,-0.75003759765625,-0.0864177867053082,-84.118655610171,-0.723916
18,300.0,-0.70003427734375,-0.0862937268051813,-83.99789630341633,-0.675545
19,300.0,-0.65003095703125,-0.0861532157392969,-83.86112351148111,-0.627235
20,300.0,-0.600033740234375,-0.0859854519784682,-83.69782307809764,-0.578851
21,300.0,-0.5500267578125,-0.0857871855511377,-83.5048314966707,-0.5304949999999999
22,300.0,-0.5000369140625,-0.0855445856727619,-83.26868594841969,-0.48213999999999996
23,300.0,-0.450031103515625,-0.0852410909389756,-82.97326564243653,-0.433838
24,300.0,-0.400025341796875,-0.0848416156577883,-82.58441833583332,-0.385323
25,300.0,-0.350026928710937,-0.0842889999761974,-82.04650490415699,-0.33692
26,300.0,-0.300035815429687,-0.0834807321307346,-81.25974089265652,-0.288381
27,300.0,-0.250033715820313,-0.0821861281384111,-79.99957962801811,-0.23994400000000002
28,300.0,-0.200035290527344,-0.0799253219878187,-77.79892185565981,-0.191347
29,300.0,-0.150031970214844,-0.0755789655116905,-73.56819948340994,-0.142725
30,300.0,-0.100028643798828,-0.0665174601205116,-64.74777396256673,-0.094154
31,300.0,-0.0800422241210937,-0.0604244166521652,-58.81683492012826,-0.074985
32,300.0,-0.079043701171875,-0.0600168711439928,-58.42013209361025,-0.073589
33,300.0,-0.0780402893066406,-0.0596494155762893,-58.06245262124542,-0.07266900000000001
34,300.0,-0.0770442016601562,-0.0592809270480206,-57.703767670062454,-0.071564
35,300.0,-0.0760420104980469,-0.0589001177427386,-57.33308973412549,-0.07061100000000001
36,300.0,-0.0750361511230469,-0.0585127299099392,-56.95600829132082,-0.069597
37,300.0,-0.0740425170898438,-0.0581215314723117,-56.57521762420688,-0.068772
38,300.0,-0.07301954345703121,-0.0577146372748419,-56.17914878037665,-0.068618
39,300.0,-0.0720185729980469,-0.0573105596764858,-55.78582160050092,-0.066726
40,300.0,-0.0710151550292969,-0.0569012474832606,-55.38739909129727,-0.065582
41,300.0,-0.0700178527832031,-0.0564752426096662,-54.97272800775816,-0.06479700000000001
42,300.0,-0.0690462158203125,-0.0560623088839965,-54.57078031638896,-0.063777
43,300.0,-0.0680464660644531,-0.0556282209335277,-54.14824120491497,-0.062852
44,300.0,-0.0670491577148438,-0.055190027805642,-53.72170613359849,-0.061767999999999997
45,300.0,-0.06604329833984379,-0.0547440839921111,-53.28762658236199,-0.060778
