,Temp,Field,Moment_emu,Moment_emu_g,Field_True
0,300.0,-7.0000421875,-0.136207734587039,-65.70377412838377,-6.764925
1,300.0,-6.50003828125,-0.135904991091039,-65.55773697168097,-6.28322
2,300.0,-6.000034375,-0.135675659766317,-65.44711231731915,-5.799313
3,300.0,-5.500037890625,-0.135484987580983,-65.35513602657669,-5.316038
4,300.0,-5.000037890625,-0.135306605073916,-65.26908802065162,-4.832623
5,300.0,-4.50003984375,-0.135132143503521,-65.18493139290894,-4.349575
6,300.0,-4.00002265625,-0.134925585792906,-65.0852922556465,-3.8666050000000003
7,300.0,-3.50004296875,-0.134672120287985,-64.96302577544141,-3.3831629999999997
8,300.0,-3.0000453125,-0.134381617133479,-64.82289310452433,-2.899338
9,300.0,-2.500042578125,-0.134012950723048,-64.6450561069917,-2.4161
10,300.0,-2.00002421875,-0.133531655364658,-64.41288925088348,-1.9329150000000002
11,300.0,-1.50003857421875,-0.132789585279464,-64.05493009817573,-1.4495799999999999
12,300.0,-1.0000505859375,-0.131427581344263,-63.39792776866976,-0.9662440000000001
13,300.0,-0.95002158203125,-0.131232348354528,-63.303751440880085,-0.91775
14,300.0,-0.9000439453125,-0.130996399335552,-63.18993454864842,-0.869359
15,300.0,-0.85002353515625,-0.130729435796984,-63.06115689815915,-0.820809
16,300.0,-0.800045849609375,-0.130428397449382,-62.915942269527434,-0.7724270000000001
17,300.0,-0.75003759765625,-0.130082753498658,-62.74921082702848,-0.723916
18,300.0,-0.70003310546875,-0.129708394613441,-62.5686278982262,-0.675545
19,300.0,-0.650015087890625,-0.129242958133226,-62.34411103462904,-0.627235
20,300.0,-0.600032568359375,-0.128706948860635,-62.08555132593251,-0.578851
21,300.0,-0.550024365234375,-0.128054770936834,-61.7709542795397,-0.5304949999999999
22,300.0,-0.5000466796875,-0.127267793528199,-61.39133276936728,-0.48213999999999996
23,300.0,-0.4500201171875,-0.126274890872377,-60.91237720911668,-0.433838
24,300.0,-0.400044946289063,-0.12500461561269,-60.2996228820853,-0.385323
25,300.0,-0.350042822265625,-0.123291579807732,-59.47329009016246,-0.33692
26,300.0,-0.300022387695313,-0.12085771925908,-58.299246455757626,-0.288381
27,300.0,-0.2500349609375,-0.117240547039207,-56.554397918054875,-0.23994400000000002
28,300.0,-0.200034057617187,-0.111441375808059,-53.75699850561779,-0.191347
29,300.0,-0.150031970214844,-0.101276947976594,-48.85389023201184,-0.142725
30,300.0,-0.100026202392578,-0.0824435411630471,-39.76904706141705,-0.094154
31,300.0,-0.0800520080566406,-0.0711550825106029,-34.323729731924,-0.074985
32,300.0,-0.0790204772949219,-0.0704310570044385,-33.97447490829417,-0.073589
33,300.0,-0.0780207336425781,-0.0697882730787408,-33.66440933092118,-0.07266900000000001
34,300.0,-0.0770185363769531,-0.0691451498544957,-33.35418008299609,-0.071564
35,300.0,-0.0760175659179688,-0.06848259883219,-33.034579269943244,-0.07061100000000001
36,300.0,-0.075020263671875,-0.0678238102823128,-32.716793395222325,-0.069597
37,300.0,-0.0740339538574219,-0.0671552678319885,-32.394302442087245,-0.068772
38,300.0,-0.0730342041015625,-0.0664755489645862,-32.0664202181445,-0.068618
39,300.0,-0.0720307922363281,-0.0657803347668158,-31.731063369580493,-0.066726
40,300.0,-0.0710322692871094,-0.0651012943105497,-31.4035083970394,-0.065582
41,300.0,-0.0700300720214844,-0.0643910899309858,-31.06092059700491,-0.06479700000000001
42,300.0,-0.069030322265625,-0.0636736589432815,-30.71484683172468,-0.063777
43,300.0,-0.06803302001953129,-0.0629700227865052,-30.375427405555076,-0.062852
44,300.0,-0.0670308227539063,-0.0622423414485655,-30.02440908482324,-0.061767999999999997
45,300.0,-0.0660274169921875,-0.0615006386835237,-29.666627119706106,-0.060778
46,300.0,-0.0650239990234375,-0.0607520885873054,-29.305542144650754,-0.059908
47,300.0,-0.0640230285644531,-0.0600111751614965,-28.948140940338618,-0.058971
48,300.0,-0.0630244995117187,-0.0592562267917183,-28.58396957138599,-0.057995000000000005
49,300.0,-0.062022308349609395,-0.0584909116042913,-28.214797465527397,-0.057076999999999996
50,300.0,-0.0610274475097656,-0.0577223818127834,-27.844074701616357,-0.056027
51,300.0,-0.06002403564453129,-0.0569356192443601,-27.464556825887215,-0.055171000000000005
52,300.0,-0.0590193969726563,-0.0561665655781859,-27.0935813557488,-0.05424299999999999
53,300.0,-0.0580208679199219,-0.0553677639700628,-26.708256098026588,-0.053216
54,300.0,-0.0570235595703125,-0.0545671949227737,-26.322078264464235,-0.052158
55,300.0,-0.0560177001953125,-0.0537595840859012,-25.932503618278506,-0.051229
56,300.0,-0.055014288330078105,-0.0529350555891081,-25.534768245320727,-0.050089
57,300.0,-0.0540182067871094,-0.0521204011980275,-25.141795935293416,-0.049324
58,300.0,-0.053019677734375,-0.0512906662386566,-24.7415490732322,-0.048308
59,300.0,-0.05201259765625,-0.0504488766157883,-24.33548729258337,-0.047211
60,300.0,-0.0510079620361328,-0.0496040417860308,-23.927956567559036,-0.04618
61,300.0,-0.050011877441406304,-0.0487516073544905,-23.516759952924858,-0.045351999999999996
62,300.0,-0.049008462524414105,-0.0478701191405522,-23.091548398815757,-0.04421
63,300.0,-0.0480099334716797,-0.0470079504587128,-22.675656184589528,-0.04328
64,300.0,-0.0470028533935547,-0.046115286429989,-22.24505365020612,-0.042369
65,300.0,-0.046012884521484394,-0.0452429055073905,-21.824235263745877,-0.041507999999999996
66,300.0,-0.045009469604492196,-0.0443341011027533,-21.385846948205646,-0.040402
67,300.0,-0.0440097198486328,-0.0434288766980011,-20.949185550043026,-0.039564999999999996
68,300.0,-0.043008746337890605,-0.0425184003343056,-20.509990716277887,-0.038561
69,300.0,-0.0420053314208984,-0.0415965633775114,-20.065315769028846,-0.037516
70,300.0,-0.0410068084716797,-0.0406604805903442,-19.613768929930664,-0.036472000000000004
71,300.0,-0.0400033935546875,-0.0397057302724149,-19.153217262814113,-0.035547
72,300.0,-0.039003643798828105,-0.0387828734184364,-18.708050338406547,-0.034649
73,300.0,-0.0380051177978516,-0.0378228248992015,-18.24494292933507,-0.033665
74,300.0,-0.0370017028808594,-0.0368625561903519,-17.781729305379734,-0.032596
75,300.0,-0.0359995086669922,-0.0358807900724295,-17.30814577905177,-0.031642
76,300.0,-0.0350009796142578,-0.0349130922628566,-16.84134851164637,-0.03084
77,300.0,-0.0340036773681641,-0.0339264404851754,-16.36540824481293,-0.02973
78,300.0,-0.0330039306640625,-0.0329275122435129,-15.88354606745827,-0.028868
79,300.0,-0.0320017364501953,-0.0319183579205364,-15.396751041474188,-0.027833999999999998
80,300.0,-0.030997097778320302,-0.030900572806274,-14.905792701542358,-0.026548000000000002
81,300.0,-0.0299961273193359,-0.029879648067744,-14.413319872258278,-0.025764999999999996
82,300.0,-0.0290000457763672,-0.0288499456322084,-13.91661286476712,-0.024832
