,Temp,Field,Moment_emu,Moment_emu_g,,
329,69.14204407,0.010013375,0.013558234,5.894884306,,
330,69.95521927,0.010013375,0.013516507,5.876742074,,
331,70.76923752,0.010013375,0.013475929,5.859099438,,
332,72.25640106,0.010013375,0.01339338,5.823208776,,
333,73.07280731,0.010013375,0.013353848,5.806020803,,
334,74.59954453,0.010013375,0.013266941,5.768235152,,
335,75.42015839,0.010013375,0.013225605,5.750262927,,
336,76.9487114,0.010013375,0.013134321,5.710574499,,
337,77.76252747,0.010013375,0.013093081,5.69264399,,
338,79.29125214,0.010013375,0.013005086,5.654385049,,
339,80.13602829,0.010013375,0.012963926,5.636489551,,
340,81.71902084,0.010013375,0.012871205,5.596175933,,
341,82.56492615,0.010013375,0.012826409,5.576699413,,
342,84.08956146,0.010013375,0.012737168,5.537899337,,
343,84.91159439,0.010013375,0.012700204,5.521827908,,
344,86.44463348,0.010013375,0.012608879,5.482121276,,
345,87.27606964,0.010013375,0.012559332,5.460579088,,
346,88.80292892,0.010013375,0.012466569,5.42024743,,
347,89.62574005,0.010013375,0.012425562,5.40241832,,
348,91.1469841,0.010013375,0.012335621,5.363313594,,
349,91.95510101,0.010013375,0.012295798,5.345999268,,
350,93.44664383,0.010013375,0.012207712,5.307700702,,
351,94.27636719,0.010013375,0.012168263,5.290549246,,
352,95.80612183,0.010013375,0.012078573,5.251553347,,
353,96.63341904,0.010013375,0.012040645,5.235062831,,
354,98.07925415,0.010013375,0.011956607,5.198524775,,
355,98.9120636,0.010013375,0.011921425,5.183228157,,
356,100.3646202,0.010013375,0.011833312,5.144918125,,
357,101.1867218,0.010013375,0.011793085,5.127428225,,
358,102.6250877,0.010013375,0.011709554,5.091110403,,
359,103.4209061,0.010013375,0.011673088,5.075255525,,
360,104.8740578,0.010013375,0.011591263,5.039679356,,
361,105.6847343,0.010013375,0.011554085,5.02351534,,
362,107.1145782,0.010013375,0.011473199,4.988347306,,
363,107.9262009,0.010013375,0.011437342,4.972757485,,
364,109.3692894,0.010013375,0.011357795,4.938171697,,
365,110.1766548,0.010013375,0.011320784,4.92207994,,
366,111.6294937,0.010013375,0.011238481,4.886296175,,
367,112.4273605,0.010013375,0.011200543,4.8698011,,
368,113.8574371,0.010013375,0.011117327,4.833620219,,
369,114.6647949,0.010013375,0.011083616,4.81896353,,
370,116.1137962,0.010013375,0.011004575,4.784597661,,
371,116.9175529,0.010013375,0.010972042,4.770453155,,
372,118.3345032,0.010013375,0.010894225,4.736619651,,
373,119.1673584,0.010013375,0.010858912,4.721266054,,
374,120.6363335,0.010013375,0.010782375,4.68798905,,
375,121.4363518,0.010013375,0.010747258,4.672720917,,
376,122.8794518,0.010013375,0.01067068,4.639426017,,
377,123.6778831,0.010013375,0.010637224,4.624879974,,
378,125.0852013,0.010013375,0.010562874,4.592554052,,
379,125.9536171,0.010013375,0.010529675,4.578119472,,
380,127.4212341,0.010013375,0.010452435,4.544536848,,
381,128.2179909,0.010013375,0.010421009,4.530873314,,
382,129.7202301,0.010013375,0.010342458,4.496721078,,
383,130.5475464,0.010013375,0.010309448,4.482368542,,
384,132.095932,0.010013375,0.010232756,4.449024413,,
385,132.9035034,0.010013375,0.010200665,4.435071552,,
386,134.4357452,0.010013375,0.010125296,4.402302518,,
387,135.2499237,0.010013375,0.010094605,4.388958752,,
388,136.7380524,0.010013375,0.010020866,4.356898441,,
389,137.5366821,0.010013375,0.009991017,4.343920491,,
390,138.9750824,0.010013375,0.009920181,4.313122034,,
391,139.8047485,0.010013375,0.00988898,4.299556383,,
392,141.320343,0.010013375,0.009816929,4.26822983,,
393,142.1391602,0.010013375,0.009786453,4.254979778,,
394,143.6980515,0.010013375,0.009717337,4.224929306,,
395,144.5350189,0.010013375,0.009681025,4.209141181,,
396,146.0626907,0.010013375,0.009610396,4.178433002,,
397,146.8704758,0.010013375,0.009582518,4.16631222,,
398,148.3141327,0.010013375,0.009514651,4.136804891,,
399,149.1354218,0.010013375,0.009487555,4.125023889,,
400,150.5929947,0.010013375,0.009428214,4.099223478,,
401,152.1523514,0.010013375,0.009357382,4.068426932,,
402,153.7118759,0.010013375,0.009289509,4.038917097,,
403,155.2703781,0.010013375,0.009224433,4.010623249,,
404,156.8204727,0.010013375,0.009159392,3.982344282,,
405,158.2894135,0.010013375,0.009092378,3.95320772,,
406,159.1285477,0.010013375,0.009065871,3.941683159,,
407,160.6354141,0.010013375,0.009004913,3.915179666,,
408,162.1452789,0.010013375,0.00894325,3.88836958,,
409,163.7125702,0.010013375,0.008883284,3.862297187,,
410,165.2086029,0.010013375,0.008823294,3.836214934,,
411,166.7724838,0.010013375,0.008764634,3.810710608,,
412,168.2746429,0.010013375,0.0087042,3.784434596,,
413,169.8418655,0.010013375,0.008645351,3.758848069,,
